ID,碑名,建立年,所在地,災害名,災害種別,伝承内容,緯度,経度
03202-024,海嘯紀念碑,不明(1896？),岩手県宮古市赤前第10地割（バス停：赤前小学校前）,明治三陸地震(1896年6月15日),地震・津波,明治29年(1896)6月15日の明治三陸地震津波の記念碑。赤前で、死者20名（うち他村5人）、流失家屋23戸との被害記録がある。東日本大震災津波で倒伏したが、現在地に移転･復旧された。,39.58337,141.954622
03202-025,海嘯横死者精霊塔,不明(1896？),岩手県宮古市白浜第1地割,明治三陸地震(1896年6月15日),地震・津波,明治29年(1896)6月15日、午後7時32分ごろ発生した震度2程度の緩やかな地震(明治三陸地震)の後に大津波が襲来し、三陸沿岸で2万2千人、岩手県で1万8千人もの命が奪われた。白浜地区の横死者31名の名前を刻銘する。,39.60949,141.983998
03202-026,海嘯横死者塚,不明(1896？),岩手県宮古市白浜（白浜公葬地）,明治三陸地震(1896年6月15日),地震・津波,白浜地区の公葬地に立つ明治三陸地震津波(明治29年(1896)6月15日)横死者の供養碑である。横死者不名とあり、津波で流れ着いた死者を弔ったものと考えられる。,39.609929,141.985623
03202-027,三陸海嘯記念碑,1915,岩手県宮古市重茂第28地割（重茂・上加村）,明治三陸地震(1896年6月15日),地震・津波,明治29年(1896)6月15日に発生した明治三陸地震津波の記念碑で、背面に旧重茂村各地区の被害を刻銘する。村全体で流失家屋155戸、溺死者765名の大惨事であった。,39.635539,142.011909
03202-028,大津浪記念碑,2014,岩手県宮古市重茂第27地割（重茂・仲組）,東日本大震災(2011年3月11日),地震・津波,平成23年(2011)3月11日東日本大震災の記念碑。後世への訓戒「大地震の後には絶対津浪が来る。とにかく高い所へ早く逃げろ。自分の命は自分で守れ。命はてんでんこ」を刻む。重茂地区に最大40.1ｍの津波が襲来し、戸数91戸、死者50名、漁船800隻の被害があった。,39.630755,142.014972
03202-029,海嘯記念碑,不明(1934？),岩手県宮古市重茂第26地割（重茂・鵜磯）,昭和三陸地震(1933年3月3日),地震・津波,昭和8年(1933)3月3日に発生した昭和三陸地震津波の記念碑で、「強い地震は津浪の報らせ、その後の警戒一時間、忘るな惨禍の大津浪、荒巻区一同」の教訓を伝える。東日本大震災で流失し、廃校となった鵜磯小学校から当地へ移転した。,39.615797,142.02025
03202-030,海嘯紀念碑,不明(1896？),岩手県宮古市音部第6地割（音部大神宮入口）,明治三陸地震(1896年6月15日),地震・津波,明治29年(1896)6月15日、午後7時32分ごろ発生した震度2程度の緩やかな地震(明治三陸地震)の後に大津波が襲来し、三陸沿岸で2万2千人、岩手県で1万8千人もの命が奪われた。音部里地区の神社、音部大神宮入口の石碑群にある記念碑。,39.596516,142.02378
03202-031,昭和八年大津浪記念碑,不明(1934？),岩手県宮古市音部第6地割（音部大神宮入口）,昭和三陸地震(1933年3月3日),地震・津波,昭和8年(1933)3月3日に発生した昭和三陸地震津波の記念碑で、「強い地震は津浪のしらせ、その後の警戒一時間、想へ惨禍の三月三日」の教訓を刻む。,39.596516,142.023753
03202-032,後の世に伝える,2012,岩手県宮古市音部第4地割（音部漁港）,東日本大震災(2011年3月11日),地震・津波,平成23年(2011)3月11日の東日本大震災後に音部漁港に建立された碑。襲来した津波は高さ16m、死者3名、住宅19戸全て流失し、地区は海の藻屑と消える。命はてんでんこ、強い地震の後には津波が来る、自分一人でも高い所へ逃げろ、住宅は里地内に建てるな、を伝える。,39.598405,142.028393
03202-033,海嘯供養,不明(1896？),岩手県宮古市重茂第1地割（重茂・館）,明治三陸地震(1896年6月15日),地震・津波,明治29年(1896)6月15日、午後7時32分ごろ発生した震度2程度の緩やかな地震から約30分後に大津波が襲来し、三陸沿岸で2万2千もの命が奪われた。地区の死者と思われる10名の名を刻む。,39.581349,142.021173
03202-034,大津浪記念塔,2012,岩手県宮古市重茂第1地割（平和公園）,明治三陸地震(1896年6月15日)　昭和三陸地震(1933年3月3日)　東日本大震災(2011年3月11日),地震・津波,後世への訓戒「大地震の後には津浪が来る、とにかく高い所へ逃げろ、住宅は津浪浸水線より高い所へ建てろ、命はてんでんこ」を刻む。背面に、平成23年(2011)3月11日午後2時46分、上下に動揺する強震があり、およそ30分後、想像を絶する大津波が襲来した、等の明治･昭和･平成の3度の大津波の被害を記し後世に伝える。,39.586331,142.017058
03202-035,海嘯記念碑,不明(1896？),岩手県宮古市重茂第3地割（重茂・里）,明治三陸地震(1896年6月15日),地震・津波,重茂里地区にある明治三陸地震津波(明治29年(1896)6月15日)の記念碑で、地区の家屋50戸全滅、死亡者250名の被害を伝える。東日本大震災の津波でも、この碑は浸水した。,39.575939,142.022353
03202-036,津浪記念碑,不明(1934？),岩手県宮古市重茂第3地割（重茂・里）,昭和三陸地震(1933年3月3日),地震・津波,昭和8年(1933)3月3日の昭和三陸地震津波の記念碑で、「強い地震は津浪の報らせ、その後の警戒一時間、想へ惨禍の大地震」の記銘。台座に「字里において流失住宅28、死者47人、傷者8人」と被害を伝える。,39.575887,142.022391
03202-037,大津浪記念碑,2012,岩手県宮古市重茂第3地割（重茂・里）,東日本大震災(2011年3月11日),地震・津波,平成23年(2011)3月11日の東日本大震災津波到達地点に立つ記念碑。後世への訓戒「大地震の後には津浪が来る、とにかく高い所へ逃げろ、住宅は津浪浸水線より高い所へ建てろ、命はてんでんこ」、背面に地震・津波の概況と、死者1名、被害36戸等の里地区の被害を記す。,39.576011,142.022337
03202-038,海嘯記念碑,1928,岩手県宮古市重茂第11地割（バス停：千鶏）,明治三陸地震(1896年6月15日),地震・津波,明治29年(1896)6月15日に発生した明治三陸地震津波の三十三回忌にあたり、重茂千鶏地区で建立した記念碑である。流亡家屋17、死亡者数(解読不能)を記銘する。,39.531821,142.031902
03202-039,昭和八年大津浪記念碑,不明(1934？),岩手県宮古市重茂第11地割（バス停：千鶏）,昭和三陸地震(1933年3月3日),地震・津波,重茂千鶏地区の昭和三陸地震津波(昭和8年(1933)3月3日)の記念碑で、「強い地震は津浪の報らせ、その後の警戒一時間、想へ惨禍の三月三日」の教訓を記す。碑に記銘はないが、千鶏では死者10名、流失家屋2戸を記録している。,39.531843,142.031881
03202-040,東日本大震災大津波記念碑,2013,岩手県宮古市重茂第11地割（バス停：千鶏）,東日本大震災(2011年3月11日),地震・津波,「大地震の後には津波が来る、高所へ集れ、津波に追われたら何処でも高い所へ、遠くに逃げては津波に追い付かる、常に逃げ場を用意して置け、一度退避したら一時間は待つ、大津波の前は震雷光がある」という日常の心得を刻む。平成23年(2011)3月11日の東日本大震災の重茂千鶏地区での犠牲者は32名。,39.531861,142.031861
03202-041,大津浪記念塔,不明(1896？),岩手県下閉伊郡山田町大沢,明治三陸地震(1896年6月15日),地震・津波,重茂川代地区の明治三陸地震津波(明治29年(1896)6月15日)の記念碑で、背面に午後8時半に津波襲来、53名の溺死者氏名が記銘されている。2011年の東日本大震災の津波で流失したが、山田町側の高台に再建された。,39.501545,142.007933
03202-042,大海嘯記念,1934,岩手県下閉伊郡山田町大沢,昭和三陸地震(1933年3月3日),地震・津波,重茂川代地区の昭和三陸地震(昭和8年(1933)3月3日)の記念碑。「大地震の後には津浪が来る、地震があったら高い所に集まれ、津浪のくる前には海水がひける、遠くへ逃げては津浪に追付かる、近くの高い所を用意して置け、住宅は津浪浸水線より高い所へ」。2011年の東日本大震災の津波で流失したが、山田町側の高台に再建された。,39.501521,142.007957
03203-001,津波記念碑,1935,岩手県大船渡市赤崎町字生形80番15,明治三陸地震(1896年6月15日)　昭和三陸地震(1933年3月3日),地震・津波,明治29年(1896)6月15日、明治三陸地震での旧赤崎村の津波被害は溺死者457名、被害戸数228戸。昭和8年（1933）3月3日の昭和三陸地震による津波では、溺死者81名、被害戸数212戸。「地震があったら津波の用心　津波が来たら高い所へ」。東日本大震災(2011)後に現在地へ移設。,39.066118,141.73721
03203-002,津波記念碑,1935,岩手県大船渡市三陸町越喜来字鬼沢,昭和三陸地震(1933年3月3日),地震・津波,昭和8年（1933）3月3日、昭和三陸地震によって発生した9ｍを超える高さの津波により、旧越喜来村の死者7名、行方不明2名、流失戸数18戸、半壊戸数4戸、浸水戸数2戸。,39.08789,141.8103
03207-001,ケルン・鎮魂の鐘と光,2015,岩手県久慈市長内町第42地割（JC公園内）,東日本大震災（2011年３月11日）,地震・津波,平成23年(2011)3月11日の東日本大震災の経験と教訓を後世に伝えるべく、地域の復興の標として建立。モニュメントの高さは久慈市を襲った津波高14.5ｍを参考に設計されている。説明板には過去に久慈地域を襲った、明治三陸地震津波（1896年）や昭和三陸地震津波(1933年)の津波高や死者数も記されている。,40.189726,141.798128
